pl_name,hostname,sy_snum,sy_pnum,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_insol,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,st_age,sy_dist,sy_vmag,sy_jmag,st_lum_linear,snr_proxy,distance_penalty,transit_depth_norm,obs_duration_norm,detectability,spectral_class,star_O,star_B,star_A,star_F,star_G,star_K,star_M,star_Unknown,priority_score,_hz_factor_diag,_esi_diag,_rocky_diag
Kepler-1437 b,Kepler-1437,1,1,2016.0,Transit,1.37,2.45,5.24,10.9295461,0.0951,0.0,89.2,770.0,0.01969,6.062,2454974.4947,83.14,5557.0,0.9,0.93,0.31615,-0.02,4.51,4.57,2101.69,15.701,14.4,2.07085647377316,0.0008424685206219024,7.455491909978953e-10,0.000347572815533367,0.11309701492516214,0.0001411281139069702,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8324661440144666,1.0
Kepler-1438 b,Kepler-1438,1,1,2016.0,Transit,0.94,0.779,5.15,2.31942009,0.0346,0.0,87.59,1490.0,0.00964,1.612,2454964.93583,561.12,5530.0,0.96,0.97,0.12254,0.2,4.46,5.37,1154.13,14.983,13.513,1.3259892402588476,0.0004814592695834344,9.72024241488435e-06,0.0001701676963809882,0.03007462686561553,7.787565176493138e-05,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7547354263992576,1.0
Kepler-1439 b,Kepler-1439,1,1,2016.0,Transit,1.46,2.73,4.82,8.07392849,0.0594,0.0,85.44,420.0,0.1056,2.217,2455373.04158,9.081,3578.0,0.43,0.46,-1.54394,-0.03,4.83,4.07,225.393,17.0484,13.577,0.028579853613706026,0.0058310499910878095,0.10498581848436299,0.0018640776698996221,0.041361940298430294,0.0323642245733351,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8937696135134203,1.0
Kepler-144 b,Kepler-144,1,2,2014.0,Transit,1.33,2.33,5.44,5.885273,0.066,0.0,88.06,1253.0,0.01165,1.873,2455007.42565,426.719,6075.0,1.235,1.154,0.28203,-0.1848,4.289,0.94,384.917,12.195,11.05,1.9143881617030403,0.006061705236655151,0.021297405951454584,0.00020564872021146401,0.034944029850681076,0.006945621678434917,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7702149210067865,1.0
Kepler-144 c,Kepler-144,1,2,2014.0,Transit,1.35,2.39,5.34,10.104665,0.094,0.0,88.79,1046.0,0.01144,2.278,2454968.55344,207.247,6075.0,1.235,1.154,0.28203,-0.1848,4.289,0.94,384.917,12.195,11.05,1.9143881617030403,0.006564518617044369,0.021297405951454584,0.00020194174757245907,0.042499999999920705,0.006987621511877698,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7926305359834577,1.0
Kepler-1440 b,Kepler-1440,1,1,2016.0,Transit,1.26,2.13,5.85,39.859484,0.23431,0.0,89.36,597.0,0.01555,8.06,2454987.7608,44.728,5698.0,0.96,0.98,0.37679,0.04,4.46,4.47,1115.35,14.24,12.951,2.38116779423093,0.0029140561397454,1.432506153121388e-05,0.0002744924977929841,0.15037313432807767,0.0003069029061909045,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8744985180669559,1.0
Kepler-1441 b,Kepler-1441,1,1,2016.0,Transit,1.31,2.27,5.55,39.4419839,0.2346,0.0,89.39,682.0,0.01724,7.285,2455002.1367,33.046,5802.0,1.0,1.0,0.32471,0.01,4.45,3.89,1110.48,14.29,13.08,2.1120782292995823,0.002727420117509883,1.5039958481273702e-05,0.0003043248014116428,0.13591417910422404,0.0002972189980995252,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8606049863459236,1.0
Kepler-1442 b,Kepler-1442,1,1,2016.0,Transit,3.93,14.7,1.33,81.4162941,0.40814,0.0,87.53,522.0,0.06663,12.1444,2454993.86266,25.972,6394.0,1.44,1.34,0.65109,0.26,4.25,1.7,608.68,12.114,11.215,4.478060946088462,0.07583293147461147,0.0022726698346174305,0.0011761694616042786,0.2265746268652489,0.007363149322247049,F,0,0,0,1,0,0,0,0,0.0,0.0,0.5553900717053668,0.1
Kepler-1443 b,Kepler-1443,1,1,2016.0,Transit,0.97,0.871,5.24,2.41811321,0.03783,0.0,89.89,1602.0,0.00458,2.194,2454965.38281,2809.165,6289.0,1.27,1.19,0.56075,0.0,4.3,2.63,593.646,12.313,11.337,3.637056100763273,0.0019800847985094513,0.0026413635472266996,8.084730803163134e-05,0.04093283582081915,0.0009768939666018348,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7487078393485158,1.0
Kepler-1444 b,Kepler-1444,1,1,2016.0,Transit,2.18,5.39,2.86,33.42035034,0.20906,0.0,88.55,581.0,0.03848,5.0911,2454992.13723,25.942,5810.0,1.05,1.03,0.02131,0.06,4.4,4.79,319.675,12.363,11.195,1.0502918609261076,0.028882905356836765,0.04089489665009027,0.0006792586054709986,0.09498320895504667,0.014859487763095454,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7261090404744681,0.5
Kepler-1445 b,Kepler-1445,1,1,2016.0,Transit,0.96,0.84,5.22,10.60052251,0.09587,0.0,86.66,987.0,0.00609,4.484,2454965.98457,248.548,6150.0,1.26,1.13,0.33963,-0.03,4.28,3.8,506.357,12.407,11.436,2.185898539993609,0.003435975785868234,0.006322946254131915,0.00010750220653114298,0.08365671641775436,0.0022104565457182384,F,0,0,0,1,0,0,0,0,0.0,0.0,0.8193357347323916,1.0
Kepler-1446 b,Kepler-1446,1,1,2016.0,Transit,0.82,0.477,4.75,0.689967832,0.01405,0.0,88.5,1539.0,0.01213,1.2135,2454964.635244,1213.333,4865.0,0.75,0.81,-0.65135,0.11,4.6,2.63,152.075,12.595,10.797,0.2231772901432232,0.006413287233383282,0.21854791453434355,0.00021412180052918955,0.02263992537309209,0.06615235480092266,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7285114996561355,1.0
Kepler-1447 b,Kepler-1447,1,1,2016.0,Transit,2.9,8.75,1.97,56.6747285,0.2836,0.0,89.44,522.0,0.08831,5.422,2454993.45007,10.349,5722.0,0.95,0.97,-0.04217,-0.03,4.47,4.17,890.296,14.747,13.526,0.9074652429360631,0.007992628759479129,0.00013598581216314374,0.001558870255954883,0.10115671641772171,0.0010319764717837364,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6470592862510319,0.1
Kepler-1448 b,Kepler-1448,1,1,2016.0,Transit,1.61,3.22,4.24,12.27065865,0.1058,0.0,89.95,811.0,0.03165,3.106,2454970.57044,86.645,5774.0,0.93,0.95,-0.06927,-0.16,4.49,3.55,768.903,14.592,13.38,0.852569908235148,0.002480129967925965,0.00045782204380479614,0.0005586937334500288,0.05794776119392173,0.0004599067191869572,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7778035369172333,1.0
Kepler-1449 b,Kepler-1449,1,1,2016.0,Transit,1.68,3.46,4.01,13.2274528,0.1176,0.0,85.35,867.0,0.02298,6.104,2454970.72197,271.885,5979.0,1.1,1.08,0.50864,0.04,4.39,3.47,2006.48,15.142,13.994,3.225819032919845,0.0014340268628960436,1.9318263232403395e-09,0.00040564872021111095,0.1138805970147129,0.00020302856944732578,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7563216836198786,1.0
Kepler-145 b,Kepler-145,1,2,2013.0,Transit,2.65,37.1,13.0,22.951,0.17308,0.43,88.39,873.0,0.01298,4.4814,2454984.54178,154.705,6022.0,1.85,1.32,0.69164,-0.0014,4.02,3.24,566.85,11.977,10.913,4.916318380373205,0.011851724496441826,0.0034530409548058686,0.00022912621359182857,0.08360820895506789,0.0020891833894012214,F,0,0,0,1,0,0,0,0,0.0,0.0,0.629650554827388,0.1
Kepler-145 c,Kepler-145,1,2,2013.0,Transit,4.32,79.4,2.58,42.882,0.26244,0.11,89.29,709.0,0.04089,9.7471,2455036.6478,67.193,6022.0,1.85,1.32,0.69164,-0.0014,4.02,3.24,566.85,11.977,10.913,4.916318380373205,0.05506235998469108,0.0034530409548058686,0.0007218005295662458,0.18184888059667564,0.005860801933717206,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6221903163425911,0.1
Kepler-1450 b,Kepler-1450,1,1,2016.0,Transit,1.71,3.57,3.92,54.5094166,0.2401,0.0,88.43,308.0,0.06222,4.222,2454973.82631,3.078,4524.0,0.68,0.71,-0.7677,-0.02,4.63,4.37,505.829,15.923,13.681,0.17072613161061417,0.0043081331880316385,0.006356419702491922,0.001098323036185175,0.07876865671627095,0.0024927997516664088,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8765716807239958,1.0
Kepler-1451 b,Kepler-1451,1,1,2016.0,Transit,3.35,11.2,1.64,35.622233,0.2101,0.0,89.73,523.0,0.07787,5.146,2454974.45791,18.751,5782.0,0.99,1.0,-0.11938,0.01,4.45,4.17,1058.72,15.313,14.069,0.7596612958445476,0.004163945778447431,2.5236984512299803e-05,0.001374580759044352,0.09600746268638803,0.0006364399515158107,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6031065158147227,0.1
Kepler-1452 b,Kepler-1452,1,1,2016.0,Transit,2.7,7.75,2.16,42.913751,0.25764,0.0,89.6,810.0,0.01606,5.121,2454972.88854,73.501,6101.0,2.06,1.41,0.72107,0.14,3.95,3.24,996.32,13.215,11.983,5.261020571899911,0.005850903413600005,4.7101768965181815e-05,0.00028349514563056754,0.09554104477594116,0.0005681806773236291,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6235050629945081,0.1
Kepler-1453 b,Kepler-1453,1,1,2016.0,Transit,2.67,7.61,2.2,47.1611696,0.262,0.0,89.98,503.0,0.08161,4.059,2454983.25323,11.889,5665.0,0.94,0.97,-0.13974,0.01,4.48,4.27,1196.04,15.695,14.387,0.7248697895378851,0.002891697792904124,6.392404942832249e-06,0.0014406001765199636,0.07572761194015722,0.0005358440925149631,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6773006926167277,0.1
Kepler-1454 b,Kepler-1454,1,1,2016.0,Transit,1.88,4.19,3.47,47.0319479,0.2447,0.0,89.85,492.0,0.03678,5.906,2455008.47451,9.08,5448.0,0.86,0.9,-0.25509,-0.02,4.53,4.57,780.566,15.009,13.623,0.5557890676893044,0.0031773016348308042,0.0004074224296869151,0.0006492497793457206,0.11018656716397351,0.0005221605345734961,G,0,0,0,0,1,0,0,0,0.0,0.0,0.79283788457449,0.85
Kepler-1455 b,Kepler-1455,1,1,2016.0,Transit,2.16,5.31,2.9,49.276764,0.2149,0.0,89.693,298.0,0.11329,3.696,2454990.02543,1.533,4075.0,0.6,0.62,-1.14066,-0.02,4.68,4.17,357.621,16.06,13.772,0.07233358664042293,0.006749281747640036,0.027981547609458115,0.00199982347748985,0.06895522388046836,0.00936814598958572,K,0,0,0,0,0,1,0,0,0.01999813991961101,0.000662905284494697,0.7995843845620495,0.5
Kepler-1456 b,Kepler-1456,1,1,2016.0,Transit,1.14,1.55,5.75,18.1373829,0.1132,0.0,86.12,433.0,0.03827,3.55,2454969.80802,8.234,4231.0,0.62,0.64,-0.957,-0.09,4.67,3.72,370.312,15.777,13.486,0.11040786199020733,0.0029078542774873743,0.024646509277049797,0.0006755516328319937,0.06623134328345852,0.0077762428137757526,K,0,0,0,0,0,1,0,0,0.0,0.0,0.9298193349185844,1.0
Kepler-1457 b,Kepler-1457,1,1,2016.0,Transit,1.99,4.62,3.22,51.1110243,0.26391,0.0,89.97,478.0,0.03951,7.987,2454976.77173,23.468,5866.0,1.01,1.01,0.21547,-0.05,4.43,3.72,889.885,14.066,12.944,1.642366205117869,0.007418205702610337,0.00013654586396922517,0.0006974404236527849,0.14901119402957275,0.0008110301726493824,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7775271478821677,0.85
Kepler-1458 b,Kepler-1458,1,1,2016.0,Transit,2.76,8.05,2.1,47.9872764,0.24869,0.0,88.67,493.0,0.09128,4.756,2454993.65081,8.293,5653.0,0.94,0.96,-0.24032,0.02,4.48,4.17,544.45,14.434,12.936,0.5750160936911822,0.013322832088328827,0.00431999946745686,0.0016112974404208097,0.08873134328341654,0.0027507554505609598,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6681695193369953,0.1
Kepler-1459 b,Kepler-1459,1,1,2016.0,Transit,1.36,2.42,5.29,62.8691611,0.2829,0.0,87.89,349.0,0.03417,5.778,2454999.0209,3.511,4828.0,0.74,0.78,-0.52327,0.01,4.61,3.89,455.479,14.893,13.005,0.29972985252031936,0.005158622494225996,0.010516708509022718,0.0006031774051180879,0.10779850746248544,0.003714152394670889,K,0,0,0,0,0,1,0,0,0.0,0.0,0.9394684148743215,1.0
Kepler-146 b,Kepler-146,1,2,2014.0,Transit,3.71,13.3,1.43,31.158799,0.2,0.0,89.97,639.0,0.0959,5.189,2455006.90272,32.89,5948.0,1.208,1.079,0.14794,-0.0261,4.312,0.91,716.797,13.921,12.739,1.4058532849036471,0.017529133255219636,0.0007708860425956765,0.001692850838478918,0.0968097014923567,0.00205988519119377,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5542118628930636,0.1
Kepler-146 c,Kepler-146,1,2,2014.0,Transit,3.13,9.96,1.78,76.732171,0.364,0.0,89.69,473.0,0.06857,6.216,2455033.67082,9.887,5948.0,1.208,1.079,0.14794,-0.0261,4.312,0.91,716.797,13.921,12.739,1.4058532849036471,0.013717963796428678,0.0007708860425956765,0.0012104148278884194,0.11597014925351498,0.0016394327386946837,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6321383801135955,0.1
Kepler-1460 b,Kepler-1460,1,1,2016.0,Transit,1.96,4.5,3.28,29.9633247,0.1614,0.0,89.04,391.0,0.08932,2.632,2454982.94193,5.469,4422.0,0.67,0.7,-0.84407,-0.02,4.64,3.98,553.218,16.166,14.093,0.14319570764606576,0.003341116790301264,0.003957352650015759,0.0015766990291234302,0.04910447761184868,0.0017865544199663736,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8045705983245557,0.85
Kepler-1461 b,Kepler-1461,1,1,2016.0,Transit,2.03,4.78,3.14,29.3494775,0.1715,0.0,88.82,451.0,0.06592,4.207,2454981.46456,8.88,4919.0,0.74,0.79,-0.64483,-0.04,4.6,3.24,679.106,15.828,14.137,0.226553095227361,0.0029936667564711534,0.0011237769390584193,0.0011636363636343097,0.07848880597000281,0.0008243344760503798,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7776487784091595,0.5
Kepler-1462 b,Kepler-1462,1,1,2016.0,Transit,3.82,14.0,1.38,65.6488341,0.3094,0.0,89.97,390.0,0.09839,7.431,2455007.79419,4.704,5756.0,1.0,1.0,-0.31369,0.06,4.45,4.07,1017.82,15.888,14.471,0.4856350234223435,0.004365908114248959,3.7989528576077464e-05,0.0017368049426271196,0.13863805970123388,0.0007298781897297041,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5875913974378304,0.1
Kepler-1463 b,Kepler-1463,1,1,2016.0,Transit,1.86,4.12,3.52,25.15864,0.1694,0.0,89.95,619.0,0.03581,5.18,2454986.0506,57.634,5679.0,0.95,0.96,0.09195,0.0,4.47,4.79,1687.47,15.905,14.526,1.2358051479284817,0.0012611571339288792,4.6925715821644575e-08,0.0006321270962036503,0.0966417910445958,0.0002336430970789542,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7688286720348152,0.85
Kepler-1464 b,Kepler-1464,1,2,2016.0,Transit,1.66,3.39,4.07,31.7785901,0.20066,0.0,89.43,564.0,0.0262,8.056,2454969.76851,89.473,5828.0,1.01,1.02,0.42978,0.03,4.44,3.89,1151.73,14.358,12.882,2.6901717018668028,0.005230714546276709,9.956350193115802e-06,0.0004624889673425199,0.15029850746240614,0.0005401171836412783,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8156159525421851,1.0
Kepler-1464 c,Kepler-1464,1,2,2016.0,Transit,1.0,0.972,5.34,5.32786292,0.06101,0.0,89.24,1023.0,0.00872,4.678,2454966.5483,968.555,5828.0,1.01,1.02,0.42978,0.03,4.44,3.89,1151.73,14.358,12.882,2.6901717018668028,0.0013266201627340876,9.956350193115802e-06,0.00015392762577201425,0.08727611940282223,0.00014654065997165015,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8206167795516018,1.0
Kepler-1465 b,Kepler-1465,1,1,2016.0,Transit,1.77,3.78,3.75,31.8277111,0.1939,0.0,89.54,668.0,0.052,1.584,2454967.59821,6.246,4726.0,0.71,0.75,-0.65202,-0.06,4.62,3.72,359.497,14.724,12.718,0.22283325284021463,0.005354031626579691,0.02746150700886881,0.0009179170344202684,0.029552238805915013,0.008877150459222861,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7745448973091175,1.0
Kepler-1466 b,Kepler-1466,1,1,2016.0,Transit,1.55,3.02,4.46,31.1750448,0.17981,0.0,89.99,585.0,0.02002,3.968,2454992.09527,21.875,5884.0,1.02,1.01,-0.02273,-0.07,4.43,3.89,631.949,14.026,12.815,0.9490082764629136,0.002983663935617566,0.0018008617115412228,0.00035339805825180333,0.07402985074613054,0.0008645619653556398,G,0,0,0,0,1,0,0,0,0.0,0.0,0.832720998598246,1.0
Kepler-1467 b,Kepler-1467,1,1,2016.0,Transit,3.3,10.9,1.67,47.0569043,0.2388,0.0,89.98,411.0,0.15312,5.2722,2454994.0591,7.917,5332.0,0.82,0.86,-0.35052,-0.07,4.55,4.37,852.888,15.83,14.139,0.4461490781835361,0.0077701223764279894,0.0001976762433811,0.0027029126213544523,0.09836194029832394,0.0012603781065149387,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6288802492405933,0.1
Kepler-1468 b,Kepler-1468,1,3,2016.0,Transit,1.73,3.64,3.86,8.23984869,0.0817,0.0,89.94,1093.0,0.0251,5.617,2454970.75457,481.352,5893.0,1.05,1.04,0.53118,0.03,4.42,3.55,1899.24,15.111,13.845,3.397660646612848,0.0017235581224210271,5.64553990991922e-09,0.00044307149161439883,0.10479477611920747,0.0002351255987378013,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7171752044731444,1.0
Kepler-1468 c,Kepler-1468,1,3,2016.0,Transit,1.15,1.6,5.78,3.54553021,0.0466,0.0,88.75,1448.0,0.01192,4.17,2454965.37696,1479.567,5893.0,1.05,1.04,0.53118,0.03,4.42,3.55,1899.24,15.111,13.845,3.397660646612848,0.0007052519292970553,5.64553990991922e-09,0.00021041482789018462,0.07779850746254141,0.00010203400558287117,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7560639750033583,1.0
Kepler-1468 d,Kepler-1468,1,3,2021.0,Transit,3.33187146,11.1,1.65,19.59059906,0.1456,0.0,88.43,819.0,0.0297,6.665,2454977.65869,52.77,5794.0,1.496,1.072,0.53118,0.14,4.118,3.55,1899.24,15.111,13.845,3.397660646612848,0.002221552219648861,5.64553990991922e-09,0.0005242718446592687,0.12434701492514114,0.0002936972382106402,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5622563119352464,0.1
Kepler-1469 b,Kepler-1469,1,1,2016.0,Transit,2.8,8.25,2.07,21.8635301,0.1466,0.0,89.32,551.0,0.09762,3.582,2454978.23999,24.901,5507.0,0.89,0.92,-0.2739,0.02,4.51,4.47,1159.3,16.2388,14.631,0.5322307958283605,0.002595383827321646,9.230475444463845e-06,0.0017232127096174347,0.06682835820883054,0.0005680301011726427,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6533364685586339,0.1
Kepler-147 b,Kepler-147,1,2,2014.0,Transit,1.53,2.96,4.54,12.610584,0.113,0.0,86.26,953.0,0.00765,4.448,2454971.19015,224.61,6012.0,1.468,1.145,0.42733,0.1,4.182,5.5,1042.02,14.134,12.786,2.675038272678936,0.0012397777115648486,2.98239140909314e-05,0.00013503971756375103,0.08298507462671086,0.00014134137806950053,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7709430716426917,1.0
Kepler-147 c,Kepler-147,1,2,2014.0,Transit,2.43,6.48,2.48,33.416423,0.216,0.0,85.15,689.0,0.02758,7.293,2455004.33383,61.287,6012.0,1.468,1.145,0.42733,0.1,4.182,5.5,1042.02,14.134,12.786,2.675038272678936,0.005723311301360377,2.98239140909314e-05,0.00048684907325598084,0.13606343283556704,0.0005928222463334272,F,0,0,0,1,0,0,0,0,0.0,0.0,0.672970781257936,0.5
Kepler-1470 b,Kepler-1470,1,1,2016.0,Transit,1.07,1.24,5.56,16.2950903,0.116,0.0,89.05,574.0,0.01979,3.644,2454977.80456,23.918,4961.0,0.76,0.8,-0.48551,-0.01,4.59,4.57,590.601,15.252,13.492,0.3269565182955793,0.0015150779524791462,0.002723030130952774,0.00034933804059955983,0.06798507462673883,0.0010155645728781868,K,0,0,0,0,0,1,0,0,0.0,0.0,0.9029787948100382,1.0
Kepler-1471 b,Kepler-1471,1,2,2016.0,Transit,1.41,2.57,5.04,3.63899398,0.0453,0.0,88.46,1238.0,0.02096,2.213,2454964.78544,314.233,5660.0,0.93,0.95,-0.19895,-0.03,4.48,4.57,978.678,15.421,14.037,0.6324846646726899,0.0007569757819628583,5.618953659399988e-05,0.0003699911738740159,0.04128731343275879,0.00015520118463400963,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7563958447706737,1.0
Kepler-1471 c,Kepler-1471,1,2,2023.0,Transit,1.88,4.19,3.47,11.6044881,0.0981,0.0,89.74,841.0,0.02676,3.409,2454972.05603,118.5,5533.0,1.166,0.934,-0.19895,0.16,4.275,4.57,978.678,15.421,14.037,0.6324846646726899,0.0011994982251893418,5.618953659399988e-05,0.00047237422771319966,0.06360074626853805,0.0002132940430311379,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7272960266219038,0.85
Kepler-1472 b,Kepler-1472,1,1,2016.0,Transit,1.9,4.27,3.42,38.1312831,0.2322,0.0,89.14,613.0,0.01989,6.345,2454992.3666,57.079,6159.0,1.25,1.16,0.42003,0.03,4.31,3.09,1479.14,14.666,13.579,2.630449690647024,0.0018546014557406355,3.7685701198389903e-07,0.0003511032656657527,0.11837686567142093,0.00022798254518426362,F,0,0,0,1,0,0,0,0,0.0,0.0,0.7631603974025817,0.85
Kepler-1473 b,Kepler-1473,1,1,2016.0,Transit,1.19,1.81,5.9,14.4273551,0.11606,0.0,80.92,783.0,0.0117,3.89,2454971.84132,111.011,6046.0,1.09,1.09,0.19358,-0.01,4.4,2.63,652.253,13.486,12.346,1.5616366755828233,0.00265925915103652,0.001469945431954331,0.0002065313327445604,0.07257462686553624,0.000708337980852698,F,0,0,0,1,0,0,0,0,0.0,0.0,0.8401262277596292,1.0
Kepler-1474 b,Kepler-1474,1,1,2016.0,Transit,2.16,5.31,2.9,36.4333452,0.2108,0.0,89.77,561.0,0.04068,4.213,2454965.91104,21.392,5870.0,1.04,1.04,0.0291,0.04,4.42,3.8,1180.9,15.35,14.027,1.0693010665477825,0.002045863592314803,7.437319918680809e-06,0.0007180935569272408,0.07860074626851007,0.00031975681916231093,G,0,0,0,0,1,0,0,0,0.0,0.0,0.733322966608608,0.5
Kepler-1475 b,Kepler-1475,1,1,2016.0,Transit,2.92,8.85,1.95,82.177374,0.373,0.0,89.99,441.0,0.05464,9.165,2455030.19323,13.76,6214.0,1.28,1.18,0.25381,0.03,4.29,2.82,1568.38,15.36,14.192,1.793948618452106,0.0034815843806601083,1.5438752488453076e-07,0.0009645189761677591,0.1709888059698302,0.0004888992598558078,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6607430131608641,0.1
Kepler-1476 b,Kepler-1476,1,1,2016.0,Transit,1.67,3.43,4.05,10.35863224,0.0932,0.0,89.86,860.0,0.02737,2.574,2454971.30381,75.641,5663.0,0.96,0.98,-0.2429,0.06,4.47,4.57,1002.74,15.574,14.227,0.571610239641614,0.0008949093975719225,4.417285932070169e-05,0.0004831421006169759,0.04802238805961189,0.0001859512976387495,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7594853149704409,1.0
Kepler-1477 b,Kepler-1477,1,1,2016.0,Transit,1.18,1.76,5.89,11.55530021,0.0911,0.0,83.66,674.0,0.025,2.799,2454967.13083,78.163,5100.0,0.78,0.81,-0.19624,-0.06,4.58,4.68,680.828,14.72,13.176,0.6364437119155912,0.002244096135770462,0.0011045911637845354,0.000441306266548206,0.05222014925363391,0.0006103961046670405,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8624514185687934,1.0
Kepler-1478 b,Kepler-1478,1,1,2016.0,Transit,1.73,3.64,3.86,26.0840594,0.1681,0.0,89.84,598.0,0.02597,6.725,2454982.4478,85.282,5904.0,1.06,1.04,0.30415,0.03,4.41,3.98,1845.58,15.409,14.28,2.0144198857033966,0.001307127928324291,9.654902688381987e-09,0.0004584289496902764,0.12546641791021368,0.00020279999519697779,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7954311402541593,1.0
Kepler-1479 b,Kepler-1479,1,1,2016.0,Transit,1.83,4.01,3.6,14.53261362,0.11341,0.0,89.86,746.0,0.03289,2.4079,2454973.46784,98.574,5796.0,0.98,0.99,0.14528,-0.02,4.45,4.27,728.668,13.914,12.667,1.3972689232840045,0.004376058275789041,0.0006845971465029089,0.0005805825242708199,0.044923507462602756,0.0006934787973705502,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7508193221287035,0.85
Kepler-148 b,Kepler-148,1,3,2014.0,Transit,1.8,3.89,3.67,1.729366,0.028,0.0,87.87,1284.0,0.05172,1.757,2454966.81853,609.017,5272.0,0.851,0.86,-0.38342,0.14,4.546,11.2,791.163,15.398,13.903,0.41359949517344147,0.001882974319159845,0.0003664567689775573,0.0009129744042349286,0.0327798507462075,0.00045259255784935377,G,0,0,0,0,1,0,0,0,0.0,0.0,0.685112703487919,1.0
Kepler-148 c,Kepler-148,1,3,2014.0,Transit,3.6,12.6,1.48,4.180043,0.05,0.0,89.8,957.0,0.18805,2.482,2455006.71928,187.197,5272.0,0.851,0.86,-0.38342,0.14,4.546,11.2,791.163,15.398,13.903,0.41359949517344147,0.008137185683663685,0.0003664567689775573,0.0033195057369756055,0.04630597014916734,0.0014655327946381787,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5247476864633285,0.1
Kepler-148 d,Kepler-148,1,3,2016.0,Transit,8.68,56.3,0.473,51.84688575,0.2607,0.0,89.45,413.0,1.03136,4.7788,2455003.081373,6.532,5172.0,0.81,0.86,-0.38342,0.07,4.56,4.68,791.163,15.398,13.903,0.41359949517344147,0.06192552701803967,0.0003664567689775573,0.01820582524268631,0.08915671641774411,0.009015029354649574,K,0,0,0,0,0,1,0,0,0.0,0.0,0.366562265682193,0.1
Kepler-1480 b,Kepler-1480,2,1,2016.0,Transit,1.67,3.43,4.05,22.12679948,0.1525,0.0,86.1,721.0,0.04361,3.686,2454977.93506,16.317,5156.0,0.81,0.85,-0.44868,0.07,4.56,4.79,500.892,14.703,13.08,0.35589345397065286,0.0049075389153599575,0.006678111773697785,0.0007698146513666906,0.06876865671628961,0.0025745576751442256,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7827045937578103,1.0
Kepler-1481 b,Kepler-1481,1,1,2016.0,Transit,1.23,2.04,6.02,5.94220998,0.059,0.0,89.74,797.0,0.02726,2.2737,2454966.81407,71.94,4908.0,0.75,0.8,-0.58658,0.04,4.6,3.89,459.076,14.929,13.181,0.25907171496625464,0.002195292695693644,0.010145145132408826,0.0004812003530441638,0.042419776119323835,0.0033263926172281614,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8316011315462373,1.0
